827,757,200
828,757,100
829,757,300
830,757,400
817,178,100
827,178,150
828,178,200
829,178,250
818,178,300
830,178,350
177,178,400
180,178,450
819,178,500
290,178,550
820,178,600
83,178,650
827,264,100
828,264,150
829,264,200
830,264,300
827,817,50
828,817,50
829,817,150
830,817,250
827,827,0
828,827,50
829,827,100
818,827,150
830,827,200
177,827,250
180,827,300
819,827,350
290,827,400
820,827,450
83,827,500
828,828,0
829,828,50
818,828,50
830,828,150
177,828,50
180,828,100
819,828,200
290,828,200
820,828,250
83,828,300
829,829,0
818,829,50
830,829,100
177,829,150
180,829,200
819,829,250
290,829,300
820,829,350
83,829,400
830,818,50
830,830,0
177,830,50
180,830,100
819,830,150
290,830,200
820,830,250
83,830,300
831,47,100
826,47,250
828,47,350
818,47,400
177,47,250
180,47,300
819,47,550
832,47,350
290,47,400
833,47,700
820,47,450
83,47,500
831,258,50
826,258,200
828,258,300
818,258,350
177,258,200
180,258,250
819,258,500
832,258,300
290,258,350
833,258,650
820,258,400
83,258,450
831,831,0
296,831,50
209,831,100
826,831,150
809,831,200
828,831,250
818,831,300
177,831,350
180,831,400
819,831,450
832,831,500
290,831,550
833,831,600
820,831,650
83,831,700
828,296,200
818,296,250
177,296,150
180,296,200
819,296,400
832,296,250
290,296,300
833,296,550
820,296,350
83,296,400
828,209,150
818,209,200
177,209,100
180,209,150
819,209,350
832,209,200
290,209,250
833,209,500
820,209,300
83,209,350
828,826,100
818,826,150
177,826,200
180,826,250
819,826,300
832,826,350
290,826,400
833,826,450
820,826,500
83,826,550
828,809,50
818,809,100
177,809,50
180,809,100
819,809,250
832,809,150
290,809,200
833,809,400
820,809,250
83,809,300
832,828,150
833,828,350
832,818,200
833,818,300
832,177,100
833,177,250
832,180,50
833,180,200
832,819,50
833,819,150
832,832,0
290,832,50
833,832,100
820,832,100
83,832,150
833,290,50
833,833,0
820,833,50
83,833,100
412,47,50
178,47,450
244,47,550
412,412,0
258,412,50
831,412,100
296,412,150
209,412,200
826,412,250
809,412,300
264,412,350
178,412,400
810,412,450
244,412,500
1,412,550
178,258,350
244,258,450
264,831,250
178,831,300
810,831,350
244,831,400
1,831,450
810,826,200
810,178,50
810,244,50
834,47,100
835,47,250
836,47,300
837,47,350
838,47,400
839,47,450
589,47,500
834,258,50
835,258,200
836,258,250
837,258,300
838,258,350
839,258,400
589,258,450
834,834,0
831,834,50
296,834,100
835,834,150
836,834,200
837,834,250
838,834,300
839,834,350
589,834,400
835,831,100
836,831,150
837,831,200
838,831,250
839,831,300
589,831,350
835,296,50
836,296,100
837,296,150
838,296,200
839,296,250
589,296,300
835,835,0
836,835,50
837,835,100
838,835,150
839,835,200
589,835,250
836,836,0
837,836,50
838,836,100
839,836,150
589,836,200
837,837,0
838,837,50
839,837,100
589,837,150
838,838,0
839,838,50
589,838,100
839,839,0
589,839,50
589,589,0
874,1,200
1003,1,300
840,1,350
841,1,400
874,757,150
1003,757,250
840,757,300
841,757,350
874,811,100
1003,811,200
840,811,250
841,811,300
874,75,50
1003,75,150
840,75,200
841,75,250
874,874,0
813,874,50
1003,874,100
840,874,150
841,874,200
1003,813,50
840,813,50
841,813,100
1003,1003,0
840,1003,50
841,1003,100
840,840,0
841,840,50
841,841,0
842,1,200
843,1,250
844,1,300
845,1,350
846,1,400
26,1,450
842,757,150
843,757,200
844,757,250
845,757,300
846,757,350
26,757,400
842,244,100
843,244,150
844,244,200
845,244,250
846,244,300
26,244,350
842,810,50
843,810,100
844,810,50
845,810,200
846,810,250
26,810,100
842,842,0
843,842,50
844,842,100
845,842,150
846,842,200
26,842,250
843,843,0
844,843,50
845,843,100
846,843,150
26,843,200
844,844,0
845,844,50
846,844,100
26,844,50
845,845,0
846,845,50
26,845,100
846,846,0
26,846,50
26,26,0
832,1,300
833,1,450
832,757,250
833,757,400
177,244,100
180,244,150
819,244,200
832,244,250
290,244,300
833,244,350
820,244,400
83,244,450
832,810,200
833,810,300
847,1,300
847,757,250
847,758,200
847,811,150
847,75,100
847,812,50
847,847,0
813,847,50
814,847,100
815,847,150
816,847,200
858,1,150
858,757,100
858,758,50
874,758,200
840,758,350
841,758,400
858,858,0
811,858,50
75,858,100
874,858,150
812,858,200
813,858,250
840,858,300
841,858,350
812,874,50
840,812,100
841,812,150
849,1,150
849,757,100
849,244,50
849,849,0
810,849,50
842,849,100
843,849,150
844,849,200
845,849,250
846,849,300
26,849,350
1,761,350
777,1,400
10,1,350
771,1,400
766,1,450
105,1,500
772,1,550
773,1,600
387,1,650
1001,1,900
40,1,950
757,761,300
777,757,350
10,757,300
771,757,350
766,757,400
105,757,450
772,757,500
773,757,550
387,757,600
1001,757,850
40,757,900
758,761,250
777,758,300
10,758,450
771,758,500
766,758,550
105,758,600
772,758,650
773,758,700
387,758,750
1001,758,800
40,758,850
34,761,200
777,34,250
10,34,400
771,34,450
766,34,500
105,34,550
772,34,600
773,34,650
387,34,700
1001,34,750
40,34,800
759,761,150
777,759,200
10,759,250
771,759,300
766,759,350
105,759,400
772,759,450
773,759,500
387,759,550
1001,759,700
40,759,750
760,761,100
777,760,150
10,760,300
771,760,350
766,760,400
105,760,450
772,760,500
773,760,550
387,760,600
1001,760,650
40,760,700
761,60,50
777,60,100
10,60,250
771,60,300
766,60,350
105,60,400
772,60,450
773,60,500
387,60,550
1001,60,600
40,60,650
761,761,0
777,761,50
226,761,100
102,761,150
10,761,200
771,761,250
766,761,300
105,761,350
772,761,400
773,761,450
387,761,500
1001,761,550
40,761,600
777,777,0
226,777,50
102,777,100
10,777,150
771,777,200
766,777,250
105,777,300
772,777,350
773,777,400
387,777,450
1001,777,500
40,777,550
10,226,100
771,226,150
766,226,200
105,226,250
772,226,300
773,226,350
387,226,400
1001,226,450
40,226,500
774,1,250
429,1,150
762,1,300
774,757,200
429,757,100
762,757,250
774,758,150
429,758,200
762,758,200
774,34,100
429,34,150
762,34,250
774,759,50
429,759,50
762,759,150
774,774,0
429,774,50
226,774,100
762,774,150
102,774,200
242,774,250
76,774,300
79,774,350
5,774,400
4,774,450
35,774,500
48,774,550
2,774,600
118,774,650
90,774,700
606,774,750
583,774,800
768,774,850
769,774,900
429,429,0
226,429,50
762,429,100
102,429,100
242,429,200
76,429,250
79,429,300
5,429,350
4,429,400
35,429,450
48,429,500
2,429,550
118,429,600
90,429,650
606,429,700
583,429,750
768,429,800
769,429,850
762,226,50
762,762,0
102,762,50
242,762,100
76,762,150
79,762,200
5,762,200
4,762,250
35,762,300
48,762,400
2,762,400
118,762,500
90,762,550
606,762,600
583,762,650
768,762,700
769,762,750
770,102,50
878,102,300
7,102,500
523,102,600
49,102,650
877,102,950
770,770,0
10,770,50
771,770,100
797,770,150
766,770,150
878,770,250
105,770,200
772,770,250
773,770,300
387,770,350
7,770,450
523,770,550
49,770,600
35,770,650
48,770,700
2,770,750
118,770,800
90,770,850
877,770,900
606,770,950
583,770,1000
768,770,1050
769,770,1100
878,10,200
7,10,400
523,10,500
49,10,550
35,10,600
48,10,650
2,10,700
118,10,750
90,10,800
877,10,850
606,10,900
583,10,950
768,10,1000
769,10,1050
878,771,150
7,771,350
523,771,450
49,771,500
35,771,550
48,771,600
2,771,650
118,771,700
90,771,750
877,771,800
606,771,850
583,771,900
768,771,950
769,771,1000
878,797,100
7,797,350
523,797,400
49,797,450
35,797,500
48,797,550
2,797,600
118,797,650
90,797,700
877,797,750
606,797,800
583,797,850
768,797,900
769,797,950
878,766,50
7,766,300
523,766,350
49,766,400
35,766,450
48,766,500
2,766,550
118,766,600
90,766,650
877,766,700
606,766,750
583,766,800
768,766,850
769,766,900
878,878,0
105,878,50
772,878,100
773,878,150
387,878,200
7,878,250
523,878,300
49,878,350
35,878,400
48,878,450
2,878,500
118,878,550
90,878,600
877,878,650
606,878,700
583,878,750
768,878,800
769,878,850
7,105,200
523,105,250
49,105,300
35,105,350
48,105,400
2,105,450
118,105,500
90,105,550
877,105,600
606,105,650
583,105,700
768,105,750
769,105,800
7,772,150
523,772,200
49,772,250
35,772,300
48,772,350
2,772,400
118,772,450
90,772,500
877,772,550
606,772,600
583,772,650
768,772,700
769,772,750
7,773,100
523,773,150
49,773,200
35,773,250
48,773,300
2,773,350
118,773,400
90,773,450
877,773,500
606,773,550
583,773,600
768,773,650
769,773,700
7,387,50
523,387,100
49,387,150
35,387,200
48,387,250
2,387,300
118,387,350
90,387,400
877,387,450
606,387,500
583,387,550
768,387,600
769,387,650
7,7,0
523,7,50
49,7,100
35,7,150
48,7,200
2,7,250
118,7,300
90,7,350
877,7,400
606,7,450
583,7,500
768,7,550
769,7,600
523,523,0
49,523,50
35,523,100
48,523,150
2,523,200
118,523,250
90,523,300
877,523,350
606,523,400
583,523,450
768,523,500
769,523,550
49,49,0
35,49,50
48,49,100
2,49,150
118,49,200
90,49,250
877,49,300
606,49,350
583,49,400
768,49,450
769,49,500
877,35,250
877,48,200
877,2,150
877,118,100
877,90,50
877,877,0
606,877,50
583,877,100
768,877,150
769,877,200
770,1,300
13,1,700
7,1,750
770,757,250
13,757,650
7,757,700
770,759,200
13,759,600
7,759,650
770,429,150
10,429,200
771,429,250
766,429,300
105,429,350
772,429,400
773,429,450
387,429,500
13,429,550
7,429,600
770,226,100
13,226,500
7,226,550
13,102,450
13,770,400
13,10,350
13,771,300
13,766,250
13,105,200
13,772,150
13,773,100
13,387,50
13,13,0
7,13,50
832,817,200
853,1,200
854,1,250
485,1,300
857,1,400
652,1,450
853,757,150
854,757,200
485,757,250
857,757,350
652,757,400
853,758,150
854,758,200
485,758,250
857,758,300
652,758,350
853,811,100
854,811,150
485,811,200
857,811,250
652,811,300
853,75,50
854,75,100
485,75,150
857,75,200
652,75,250
853,853,0
854,853,50
485,853,100
857,853,150
652,853,200
854,854,0
485,854,50
857,854,100
652,854,150
485,485,0
857,485,50
652,485,100
857,857,0
652,857,50
652,652,0
311,47,50
844,47,350
26,47,400
864,47,450
853,47,500
75,47,550
812,47,600
813,47,650
311,311,0
258,311,50
296,311,100
209,311,150
809,311,200
810,311,250
844,311,300
26,311,350
864,311,400
853,311,450
75,311,500
812,311,550
813,311,600
844,258,250
26,258,300
864,258,350
853,258,400
75,258,450
812,258,500
813,258,550
844,296,200
26,296,250
864,296,300
853,296,350
75,296,400
812,296,450
813,296,500
844,209,150
26,209,200
864,209,250
853,209,300
75,209,350
812,209,400
813,209,450
844,809,100
26,809,150
864,809,200
853,809,250
75,809,300
812,809,350
813,809,400
864,810,150
853,810,200
75,810,250
812,810,300
813,810,350
864,844,100
853,844,150
75,844,200
812,844,250
813,844,300
864,26,50
853,26,100
75,26,150
812,26,200
813,26,250
864,864,0
853,864,50
75,864,100
812,864,150
813,864,200
812,853,100
813,853,150
855,1,350
855,757,300
855,811,250
855,75,200
855,853,150
855,854,100
855,485,50
855,855,0
857,855,50
652,855,100
174,174,0
233,174,50
51,174,100
788,174,150
54,174,200
801,174,250
765,174,250
515,174,300
592,174,350
764,174,400
786,174,450
239,174,450
304,174,500
72,174,550
777,174,700
763,174,750
112,174,800
233,233,0
51,233,50
788,233,100
54,233,150
801,233,200
765,233,200
515,233,200
592,233,250
764,233,300
786,233,400
239,233,400
304,233,450
72,233,450
777,233,650
763,233,700
112,233,750
801,51,150
592,51,200
786,51,350
239,51,350
304,51,400
72,51,400
777,51,600
763,51,650
112,51,700
801,788,100
592,788,150
786,788,300
239,788,300
304,788,350
72,788,350
777,788,550
763,788,600
112,788,650
801,54,50
592,54,100
786,54,250
239,54,250
304,54,300
72,54,300
777,54,500
763,54,550
112,54,600
801,801,0
765,801,50
515,801,100
592,801,150
764,801,200
786,801,250
239,801,300
304,801,350
72,801,400
777,801,450
763,801,500
112,801,550
592,765,100
786,765,200
239,765,200
304,765,250
72,765,250
777,765,400
763,765,450
112,765,500
592,515,50
786,515,150
239,515,150
304,515,200
72,515,200
777,515,350
763,515,400
112,515,450
592,592,0
764,592,50
786,592,100
239,592,100
304,592,150
72,592,150
777,592,300
763,592,350
112,592,400
786,764,50
239,764,50
304,764,100
72,764,100
777,764,250
763,764,300
112,764,150
786,786,0
239,786,50
304,786,100
72,786,100
777,786,200
763,786,250
112,786,200
239,239,0
304,239,50
72,239,50
777,239,150
763,239,200
112,239,100
304,304,0
72,304,50
777,304,100
763,304,150
112,304,100
72,72,0
777,72,50
763,72,100
112,72,50
763,777,50
112,777,100
763,763,0
112,763,50
112,112,0
362,174,50
787,174,450
38,174,500
36,174,550
184,174,600
354,174,650
1,174,700
362,362,0
233,362,50
51,362,100
788,362,150
54,362,200
515,362,250
592,362,300
764,362,350
787,362,400
38,362,450
36,362,500
184,362,550
354,362,600
1,362,650
787,233,350
38,233,400
36,233,450
184,233,500
354,233,550
1,233,600
38,51,350
38,788,300
38,54,250
38,515,200
787,592,100
38,592,150
36,592,200
184,592,250
354,592,300
1,592,350
38,764,100
38,787,50
38,38,0
36,38,50
184,38,100
354,38,150
1,38,200
226,174,600
762,174,650
102,174,650
242,174,700
76,174,750
5,174,800
4,174,850
35,174,900
8,174,950
19,174,1000
20,174,1050
21,174,1100
226,233,500
762,233,600
102,233,550
242,233,600
76,233,650
5,233,700
4,233,750
35,233,800
8,233,850
19,233,900
20,233,950
21,233,1000
226,51,450
762,51,550
102,51,500
242,51,550
76,51,600
5,51,650
4,51,700
35,51,750
8,51,800
19,51,850
20,51,900
21,51,950
226,788,400
762,788,500
102,788,450
242,788,500
76,788,550
5,788,600
4,788,650
35,788,700
8,788,750
19,788,800
20,788,850
21,788,900
226,54,350
762,54,450
102,54,400
242,54,450
76,54,500
5,54,550
4,54,600
35,54,650
8,54,700
19,54,750
20,54,800
21,54,850
226,765,300
762,765,400
102,765,350
242,765,400
76,765,450
5,765,500
4,765,550
35,765,600
8,765,650
19,765,700
20,765,750
21,765,800
226,515,250
762,515,350
102,515,300
242,515,350
76,515,400
5,515,450
4,515,500
35,515,550
8,515,600
19,515,650
20,515,700
21,515,750
226,592,200
762,592,300
102,592,250
242,592,300
76,592,350
5,592,400
4,592,450
35,592,500
8,592,550
19,592,600
20,592,650
21,592,700
226,764,150
762,764,250
102,764,200
242,764,250
76,764,300
5,764,350
4,764,400
35,764,450
8,764,500
19,764,550
20,764,600
21,764,650
226,239,100
762,239,200
102,239,150
242,239,200
76,239,250
5,239,300
4,239,350
35,239,400
8,239,450
19,239,500
20,239,550
21,239,600
226,304,100
762,304,150
102,304,200
242,304,250
76,304,300
5,304,350
4,304,400
35,304,450
8,304,500
19,304,550
20,304,600
21,304,650
226,72,50
762,72,100
102,72,100
242,72,150
76,72,200
5,72,250
4,72,300
35,72,350
8,72,400
19,72,450
20,72,500
21,72,550
8,226,350
19,226,400
20,226,450
21,226,500
8,762,350
19,762,400
20,762,450
21,762,500
8,102,300
19,102,350
20,102,400
21,102,450
8,242,250
19,242,300
20,242,350
21,242,400
8,76,200
19,76,250
20,76,300
21,76,350
8,5,150
19,5,200
20,5,250
21,5,300
8,4,100
19,4,150
20,4,200
21,4,250
8,35,50
19,35,100
20,35,150
21,35,200
8,8,0
19,8,50
20,8,100
21,8,150
19,19,0
20,19,50
21,19,100
20,20,0
21,20,50
21,21,0
226,112,100
762,112,150
102,112,200
242,112,250
76,112,300
79,112,350
5,112,400
4,112,450
35,112,500
2,112,550
8,112,600
19,112,650
20,112,700
21,112,750
226,763,50
762,763,100
102,763,150
242,763,200
76,763,250
79,763,300
5,763,350
4,763,400
35,763,450
2,763,500
8,763,550
19,763,600
20,763,650
21,763,700
8,79,250
19,79,300
20,79,350
21,79,400
8,2,50
19,2,100
20,2,150
21,2,200
778,112,150
604,112,350
80,112,500
778,763,100
604,763,300
80,763,450
778,226,50
604,226,250
80,226,400
778,778,0
762,778,50
102,778,100
242,778,150
604,778,200
76,778,250
79,778,300
80,778,350
5,778,400
4,778,450
35,778,500
8,778,550
19,778,600
20,778,650
21,778,700
604,762,150
80,762,300
604,102,100
80,102,250
604,242,50
80,242,200
604,604,0
76,604,50
79,604,100
80,604,150
5,604,200
4,604,250
35,604,300
8,604,350
19,604,400
20,604,450
21,604,500
80,76,100
80,79,50
80,80,0
5,80,50
4,80,100
35,80,150
8,80,200
19,80,250
20,80,300
21,80,350
765,362,250
239,362,450
72,362,500
226,362,550
102,362,600
242,362,650
76,362,700
5,362,750
4,362,800
35,362,850
8,362,900
19,362,950
20,362,1000
21,362,1050
749,1,150
763,1,500
112,1,600
749,757,100
763,757,450
112,757,550
749,758,50
763,758,400
112,758,500
749,749,0
34,749,50
759,749,100
760,749,150
774,749,200
60,749,250
761,749,300
429,749,350
767,749,400
763,749,450
112,749,500
763,34,350
112,34,450
763,759,300
112,759,400
760,774,50
760,429,150
763,760,250
112,760,350
60,774,50
761,774,100
767,774,200
763,774,250
112,774,300
429,60,100
763,60,200
112,60,250
429,761,50
767,761,100
763,761,150
112,761,200
767,429,50
763,429,100
112,429,150
763,767,50
112,767,100
1004,1,50
1006,1,100
1005,1,150
783,1,250
566,1,300
200,1,400
784,1,450
785,1,550
39,1,700
1,786,550
1,239,500
304,1,950
1,72,450
1004,1004,0
1006,1004,50
1005,1004,100
354,1004,150
783,1004,200
566,1004,250
184,1004,300
200,1004,350
784,1004,400
36,1004,450
785,1004,500
38,1004,550
37,1004,600
39,1004,650
787,1004,700
764,1004,750
786,1004,800
239,1004,850
304,1004,900
72,1004,950
112,1004,1000
1006,1006,0
1005,1006,50
354,1006,100
783,1006,150
566,1006,200
184,1006,250
200,1006,300
784,1006,350
36,1006,400
785,1006,450
38,1006,500
37,1006,550
39,1006,600
787,1006,650
764,1006,700
786,1006,750
239,1006,800
304,1006,850
72,1006,900
112,1006,950
1005,1005,0
354,1005,50
